"group_name","kb_id","query_id","query_text","context_id","top1","hit3","source1","source2","source3","content1","content2","content3","error"
"title+content(500)","e4bc48a1-51b4-4507-98a6-43bfa93ed290","TRIAL_662_QUERY_0","乍都节公园位于什么地方？","TRIAL_662","True","True","cmrc_merged_for_upload.md","cmrc_merged_for_upload.md","cmrc_merged_for_upload.md","乍都节公园（）位于泰国的首都曼谷的乍都节县，是拍凤裕庭路、威拍哇丽兰室路、甘烹碧路之间的一处公众游园地。1975年由泰国国家铁路局捐献土地建筑成公园。1980年12月4日，泰国国王拉玛九世62岁生日那天，公园开放。它的面积约为0.304平方公里。后期，再在邻近地段，增辟「诗丽吉皇后公园」（Queen Sirikit Park）及「火车公园」（Rot Fai Park），都被「甘烹碧三街」所分隔。整个细长的公园被一个人工湖泊占据，许多桥梁跨越湖泊连接两岸。公园里亦有一座小型的火车博物馆，展示泰国的机车及车厢。每逢星期日，都会成为杂货市集，吸引许多观光客来购物。
---","Source: TRIAL_662_乍都节公园.md","萱侬律(又名：「东芭乐园」；泰文：สวน นงนุช ；英文：Nong Nooch Tropical Botanical Garden)位于泰国的春武里府之素坤逸路的163公里之地段。它是一个占地约两平方公里的热带植物公园。Pisit先生及Nongnooch Tansacha女士在1954年购买了2.4平方公里的土地，打算开发作为果园。最后，他俩决定保留该片土地上的热带植物作为野生动物的保护项目，并在在 1980年对公众开放。在2001年，他们把经营权移交给儿子Kampon Tansacha先生。目前还可细分成：法国花园、欧洲花园、石景园、仙人掌园及兰圃。植物的原产地侧重于东南亚、美洲热带、非洲及中部非洲种植的苏铁类植物，而且几乎每一个物种也能在这里看到。除了浏览野生动物，游客可以参观模拟的佛教仪式、泰国武术、古法按摩及象的表演。设有两间餐厅、一个小型动物园及一间附有游泳池的观光饭店，泰国风格的租赁住宅等。
---",""
"title+content(500)","e4bc48a1-51b4-4507-98a6-43bfa93ed290","TRIAL_662_QUERY_1","乍都节公园是由谁捐献土地建造出来的？","TRIAL_662","True","True","cmrc_merged_for_upload.md","cmrc_merged_for_upload.md","cmrc_merged_for_upload.md","乍都节公园（）位于泰国的首都曼谷的乍都节县，是拍凤裕庭路、威拍哇丽兰室路、甘烹碧路之间的一处公众游园地。1975年由泰国国家铁路局捐献土地建筑成公园。1980年12月4日，泰国国王拉玛九世62岁生日那天，公园开放。它的面积约为0.304平方公里。后期，再在邻近地段，增辟「诗丽吉皇后公园」（Queen Sirikit Park）及「火车公园」（Rot Fai Park），都被「甘烹碧三街」所分隔。整个细长的公园被一个人工湖泊占据，许多桥梁跨越湖泊连接两岸。公园里亦有一座小型的火车博物馆，展示泰国的机车及车厢。每逢星期日，都会成为杂货市集，吸引许多观光客来购物。
---","Source: TRIAL_662_乍都节公园.md","萱侬律(又名：「东芭乐园」；泰文：สวน นงนุช ；英文：Nong Nooch Tropical Botanical Garden)位于泰国的春武里府之素坤逸路的163公里之地段。它是一个占地约两平方公里的热带植物公园。Pisit先生及Nongnooch Tansacha女士在1954年购买了2.4平方公里的土地，打算开发作为果园。最后，他俩决定保留该片土地上的热带植物作为野生动物的保护项目，并在在 1980年对公众开放。在2001年，他们把经营权移交给儿子Kampon Tansacha先生。目前还可细分成：法国花园、欧洲花园、石景园、仙人掌园及兰圃。植物的原产地侧重于东南亚、美洲热带、非洲及中部非洲种植的苏铁类植物，而且几乎每一个物种也能在这里看到。除了浏览野生动物，游客可以参观模拟的佛教仪式、泰国武术、古法按摩及象的表演。设有两间餐厅、一个小型动物园及一间附有游泳池的观光饭店，泰国风格的租赁住宅等。
---",""
"title+content(500)","e4bc48a1-51b4-4507-98a6-43bfa93ed290","TRIAL_662_QUERY_2","乍都节公园的面积有多大？","TRIAL_662","True","True","cmrc_merged_for_upload.md","cmrc_merged_for_upload.md","cmrc_merged_for_upload.md","乍都节公园（）位于泰国的首都曼谷的乍都节县，是拍凤裕庭路、威拍哇丽兰室路、甘烹碧路之间的一处公众游园地。1975年由泰国国家铁路局捐献土地建筑成公园。1980年12月4日，泰国国王拉玛九世62岁生日那天，公园开放。它的面积约为0.304平方公里。后期，再在邻近地段，增辟「诗丽吉皇后公园」（Queen Sirikit Park）及「火车公园」（Rot Fai Park），都被「甘烹碧三街」所分隔。整个细长的公园被一个人工湖泊占据，许多桥梁跨越湖泊连接两岸。公园里亦有一座小型的火车博物馆，展示泰国的机车及车厢。每逢星期日，都会成为杂货市集，吸引许多观光客来购物。
---","Source: TRIAL_662_乍都节公园.md","萱侬律(又名：「东芭乐园」；泰文：สวน นงนุช ；英文：Nong Nooch Tropical Botanical Garden)位于泰国的春武里府之素坤逸路的163公里之地段。它是一个占地约两平方公里的热带植物公园。Pisit先生及Nongnooch Tansacha女士在1954年购买了2.4平方公里的土地，打算开发作为果园。最后，他俩决定保留该片土地上的热带植物作为野生动物的保护项目，并在在 1980年对公众开放。在2001年，他们把经营权移交给儿子Kampon Tansacha先生。目前还可细分成：法国花园、欧洲花园、石景园、仙人掌园及兰圃。植物的原产地侧重于东南亚、美洲热带、非洲及中部非洲种植的苏铁类植物，而且几乎每一个物种也能在这里看到。除了浏览野生动物，游客可以参观模拟的佛教仪式、泰国武术、古法按摩及象的表演。设有两间餐厅、一个小型动物园及一间附有游泳池的观光饭店，泰国风格的租赁住宅等。
---",""
"title+content(500)","e4bc48a1-51b4-4507-98a6-43bfa93ed290","TRIAL_662_QUERY_3","公园里有一座小型的火车博物馆是用来做什么的？","TRIAL_662","True","True","cmrc_merged_for_upload.md","cmrc_merged_for_upload.md","cmrc_merged_for_upload.md","乍都节公园（）位于泰国的首都曼谷的乍都节县，是拍凤裕庭路、威拍哇丽兰室路、甘烹碧路之间的一处公众游园地。1975年由泰国国家铁路局捐献土地建筑成公园。1980年12月4日，泰国国王拉玛九世62岁生日那天，公园开放。它的面积约为0.304平方公里。后期，再在邻近地段，增辟「诗丽吉皇后公园」（Queen Sirikit Park）及「火车公园」（Rot Fai Park），都被「甘烹碧三街」所分隔。整个细长的公园被一个人工湖泊占据，许多桥梁跨越湖泊连接两岸。公园里亦有一座小型的火车博物馆，展示泰国的机车及车厢。每逢星期日，都会成为杂货市集，吸引许多观光客来购物。
---","特纳赫谷上始终有木筏运输。春季标有主人的木头会被投入河谷中让融水把它们运到山下去。从1912年起，帕特纳赫峡谷也开发为旅游胜地。峡谷终年可以进入，但是需要买门票，只有在春季化雪的时候可能会短期关闭。同样在加尔米施-帕滕基兴县的米滕瓦尔德附近奥地利边境上还有一个比较小的峡谷。这个峡谷直到2006年5月24日才开放。
---","新馆。2006年5月8日，确定新馆选址太阳岛月亮湾，位于黑龙江省科学技术馆北侧。2007年，黑龙江省发改委批准该项目，工程正式立项。2008年2月21日，黑龙江省博物馆成为哈尔滨市首批4家向社会免费开放的博物馆之一。2012年，黑龙江省博物馆被国家文物局核定为第二批国家一级博物馆。馆舍面积近1万平方米，藏品11万余件。有《黑龙江历史文物》、《黑龙江古动物》、《邓散木书刻艺术》等基本陈列。自然标本约8000件，历史文物2700余件，其中一级文物、标本55件。黑龙江省博物馆是一座古典巴洛克建筑，当时是南岗中心广场的第二座建筑物，毗邻圣·尼古拉教堂。现为哈尔滨市一类保护建筑，第六批全国重点文物保护单位。
---",""
"title+content(500)","e4bc48a1-51b4-4507-98a6-43bfa93ed290","TRIAL_863_QUERY_0","让-皮埃尔·巴利冈是哪国的政治家和社会党议员？","TRIAL_863","True","True","cmrc_merged_for_upload.md","cmrc_merged_for_upload.md","cmrc_merged_for_upload.md","让-皮埃尔·巴利冈（Jean-Pierre Balligand，1950年5月30日 - ），法国政治家，社会党议员，埃纳省拉诺维勒-莱-忉杭人。自1981年起至2012年6月，一直连任国民议会议员，始终在波旁宫参与法国法律及政策的讨论和制定。1986年4月至1987年4月任法国国民议会秘书长。2010年至2011年任法国国民议会副议长。自1983年至今，一直兼任埃纳省地区首府韦尔万（Vervins）市市长。1979至1997年任埃纳省议会委员，1998年至2001年任埃纳省省长，2002年至2004年任埃纳省议会委员。2012年11月12日被任命为邮局银行（Banque postale）指导委员会主席。2013年元月1日被授予法国荣誉勋位骑士勋章。
---","Source: TRIAL_863_让-皮埃尔·巴利冈.md","雅各布·克伦贝格尔（Jakob Kellenberger，），生于瑞士。他曾是瑞士外交官，前任红十字国际委员会主席。他在苏黎世、图尔、格拉纳达学习了法国和西班牙文学以及语言学，并获得了苏黎世大学的博士学位。后来，他还获得了巴塞尔大学和卡塔尼亚大学的名誉博士学位。1974年，他在瑞士联邦外交部开始了自己的外交生涯。从1975年至1984年，他被派驻马德里、布鲁塞尔和伦敦担任各种外交职务。1984年至1992年，他返回瑞士，担任设于伯尔尼的综合办公室的主任，该办公室由联邦外交部和瑞士联邦经济事务部联合组建，负责发展瑞士与欧盟和欧洲贸易自由联盟之间的关系。1984年起他担任部长，1988年起担任大使。1992年至1999年，他担任了外交部国务秘书和政务司司长，同时他还是瑞士与欧盟双边协议的协调官员和主要谈判人（1994年至1998年）。.1998年8月27日，他成为红十字国际委员会主席。1999年，索马鲁加离任，克伦贝格尔于2000年初就任。与前任不同，他很低调，鲜在外交场合露面，他轻松适应了大会的工作方式，并且正如他在与欧盟工作时所表现得那样，很善于个人谈判。克伦贝格尔先生的妻子是伊丽莎白",""
"title+content(500)","e4bc48a1-51b4-4507-98a6-43bfa93ed290","TRIAL_863_QUERY_1","自1981年起至2012年6月，让-皮埃尔·巴利冈一直担任什么职务？","TRIAL_863","True","True","cmrc_merged_for_upload.md","cmrc_merged_for_upload.md","cmrc_merged_for_upload.md","让-皮埃尔·巴利冈（Jean-Pierre Balligand，1950年5月30日 - ），法国政治家，社会党议员，埃纳省拉诺维勒-莱-忉杭人。自1981年起至2012年6月，一直连任国民议会议员，始终在波旁宫参与法国法律及政策的讨论和制定。1986年4月至1987年4月任法国国民议会秘书长。2010年至2011年任法国国民议会副议长。自1983年至今，一直兼任埃纳省地区首府韦尔万（Vervins）市市长。1979至1997年任埃纳省议会委员，1998年至2001年任埃纳省省长，2002年至2004年任埃纳省议会委员。2012年11月12日被任命为邮局银行（Banque postale）指导委员会主席。2013年元月1日被授予法国荣誉勋位骑士勋章。
---","年9月至1995年1月，在南开大学明清史专业读在职研究生，获硕士学位)。1995年7月，任天津市商业委员会主任、中共天津市委商工委副书记。1997年10月，任中共天津市委常委、天津市商业委员会主任。1997年12月，任中共天津市委常委、宣传部部长。2001年7月，任中共海南省委副书记。2002年5月，任中共海南省委副书记、宣传部部长。2002年9月，任中共海南省委副书记。2007年1月，任中共海南省委副书记，海南省人民政府副省长、代省长（2007年2月当选省长）。2011年8月，任中共海南省委书记，海南省人大常委会主任，海南省军区党委第一书记。2017年4月1日，卸任中共海南省委书记。2017年4月，任全国人民代表大会华侨委员会副主任委员。
---","1989年〉、常务次长〈1989年至1994年〉、政务次长(1994年至1997年)；1997年，他出任行政院研考会主委；1999年，时任教育部长的林清江病倒，由他转任教育部部长，直到2000年5月20日政党轮替。卸任后，杨朝祥担任中国国民党中央常务委员。在台湾第2次政党轮替国民党执政后，再度出任 部长级职务。中华民国政府""十部""中，杨朝祥做过两部(教育部，考选部)2008年9月1日，第11届考试院委员上任后，出任考选部部长。曾在出任考选部长前担任中州技术学院董事会董事职务。2010年8月2日，因为星云法师的邀请下，请辞考选部部长。回归学术界担任佛光大学校长。2011年1月1日，受聘为国策顾问。
---",""
"title+content(500)","e4bc48a1-51b4-4507-98a6-43bfa93ed290","TRIAL_502_QUERY_0","佩内塔获得过几次WTA赛事女子单打冠军？","TRIAL_502","True","True","cmrc_merged_for_upload.md","cmrc_merged_for_upload.md","cmrc_merged_for_upload.md","弗拉维娅·佩内塔（Flavia Pennetta，），义大利职业女子网球运动员。她生于布林迪西，2000年转为职业选手。她曾获得10次WTA赛事女子单打冠军，并带领义大利队在2006年联合会杯决赛中以3胜2负击败比利时队，夺得冠军。佩内塔在2010年法国网球公开赛后首度跻身单打世界排名前十。与此同时，她在双打赛场上也取得了优异的成绩。2011年，佩内塔与搭档阿根廷选手杜尔科夺得澳网女双冠军，并随后成为双打排名世界第一。但由于受到腕伤困扰，佩内塔经历了低迷的2012赛季。2013年，佩内塔伤愈复出，状态逐渐回升。在2013年美国网球公开赛中，佩内塔首次闯入大满贯女单四强，在半决赛中遗憾负于维多利亚·阿扎伦卡。2014年，佩内塔在澳网四分之一决赛两盘负于本届冠军李娜。但在随后的印第安威尔斯皇冠赛中，佩内塔战胜李娜晋级决赛，并在决赛中战胜拉德万斯卡，夺得生涯第一座皇冠赛冠军。在2015年美国网球公开赛上，佩内塔一路战胜5号种子科维托娃、2号种子哈勒普，职业生涯首度杀入大满贯单打决赛。在决赛中以7-6、6-2战胜意大利同胞、本届美网的大黑马罗贝塔·文奇，夺得2015年美国网球公开赛女子单打冠军","公开赛上，佩内塔一路战胜5号种子科维托娃、2号种子哈勒普，职业生涯首度杀入大满贯单打决赛。在决赛中以7-6、6-2战胜意大利同胞、本届美网的大黑马罗贝塔·文奇，夺得2015年美国网球公开赛女子单打冠军。在随后的颁奖典礼上，佩内塔宣布自己将在2015赛季结束后退役。佩内塔攻防平衡，善于稳定的底线相持与灵活多变的网前战术，在硬地球场上成绩突出，其美网战绩明显优于其他大满贯。在2008年至2015年间，佩内塔七次参加美网，其中六次至少打入八强，并最终在2015年夺得美网冠军。
---","起改以红磡香港体育馆作为主场馆。中国选手林丹曾在2003、2005、2006及2007年连续四届及2011年夺得男单冠军，是男单赛事最杰出的选手。而女单选手方面，韩国的方铢贤、中国的韩爱萍和谢杏芳同样曾三次夺标；其中，韩爱萍更曾在1985及1986年兼夺女子双打冠军，为本赛事夺得最多冠军的女子选手（共5项）。而王晨则是首位赢得本项赛事冠军的当地运动员。韩国选手李相福、金东文和罗景民皆曾在本赛事的双打项目夺得四项冠军；其中，金东文/罗景民的组合曾在1997、2001及2003年三度赢得混双冠军，是表现最突出的双打组合之一。中国选手赵芸蕾在2011年至2015年间在本赛事的双打项目夺得七项冠军；其中，她在2012年、2014年及2015年同时赢得了女双和混双冠军。此外，她与张楠的组合曾在2011、2012、2014及2015年四度赢得混双冠军，是表现最突出的双打组合之一。以下为历届赛事各项目的优胜者：以下为历届赛事的总奖金：
---",""
"title+content(500)","e4bc48a1-51b4-4507-98a6-43bfa93ed290","TRIAL_502_QUERY_1","佩内塔什么时候跻身单打世界排名前十？","TRIAL_502","True","True","cmrc_merged_for_upload.md","cmrc_merged_for_upload.md","cmrc_merged_for_upload.md","弗拉维娅·佩内塔（Flavia Pennetta，），义大利职业女子网球运动员。她生于布林迪西，2000年转为职业选手。她曾获得10次WTA赛事女子单打冠军，并带领义大利队在2006年联合会杯决赛中以3胜2负击败比利时队，夺得冠军。佩内塔在2010年法国网球公开赛后首度跻身单打世界排名前十。与此同时，她在双打赛场上也取得了优异的成绩。2011年，佩内塔与搭档阿根廷选手杜尔科夺得澳网女双冠军，并随后成为双打排名世界第一。但由于受到腕伤困扰，佩内塔经历了低迷的2012赛季。2013年，佩内塔伤愈复出，状态逐渐回升。在2013年美国网球公开赛中，佩内塔首次闯入大满贯女单四强，在半决赛中遗憾负于维多利亚·阿扎伦卡。2014年，佩内塔在澳网四分之一决赛两盘负于本届冠军李娜。但在随后的印第安威尔斯皇冠赛中，佩内塔战胜李娜晋级决赛，并在决赛中战胜拉德万斯卡，夺得生涯第一座皇冠赛冠军。在2015年美国网球公开赛上，佩内塔一路战胜5号种子科维托娃、2号种子哈勒普，职业生涯首度杀入大满贯单打决赛。在决赛中以7-6、6-2战胜意大利同胞、本届美网的大黑马罗贝塔·文奇，夺得2015年美国网球公开赛女子单打冠军","公开赛上，佩内塔一路战胜5号种子科维托娃、2号种子哈勒普，职业生涯首度杀入大满贯单打决赛。在决赛中以7-6、6-2战胜意大利同胞、本届美网的大黑马罗贝塔·文奇，夺得2015年美国网球公开赛女子单打冠军。在随后的颁奖典礼上，佩内塔宣布自己将在2015赛季结束后退役。佩内塔攻防平衡，善于稳定的底线相持与灵活多变的网前战术，在硬地球场上成绩突出，其美网战绩明显优于其他大满贯。在2008年至2015年间，佩内塔七次参加美网，其中六次至少打入八强，并最终在2015年夺得美网冠军。
---","香港羽毛球公开赛，官方名称为「香港公开羽毛球锦标赛」，是从1982年开始一年一度在香港举行的羽毛球比赛，但不是每年都有比赛。本赛事由世界羽毛球联会（BWF）认可，香港羽毛球总会主办，一般在每年的11月举行。赛事目前由YONEX-SUNRISE冠名赞助。自1982年成立以来，本项赛事已成为国际羽毛球格兰披治赛的其中一个赛站；在2004至2006年期间，赛事更提升为总奖金达25万美元的「六星级」世界大赛。至2007年，世界羽毛球联会再将本赛事列为世界羽联超级系列赛的其中一站，所以又被称为香港羽毛球超级赛，吸引世界排名前十名的羽毛球好手参加。此外，本项赛事在2005年起，被香港特别行政区政府大型体育活动事务委员会定为「M品牌活动」，以示赛事为政府认可的优质体坛盛事。由1982年起，历届赛事皆在湾仔伊利沙伯体育馆（新伊馆）举行；后由于场馆未能符合超级系列赛必须同时进行四场比赛的规定，故由2011年起改以红磡香港体育馆作为主场馆。中国选手林丹曾在2003、2005、2006及2007年连续四届及2011年夺得男单冠军，是男单赛事最杰出的选手。而女单选手方面，韩国的方铢贤、中国的韩爱萍和谢杏芳同样",""
"title+content(500)","e4bc48a1-51b4-4507-98a6-43bfa93ed290","TRIAL_502_QUERY_2","在什么赛事上佩内塔成为大满贯女单四强？","TRIAL_502","True","True","cmrc_merged_for_upload.md","cmrc_merged_for_upload.md","cmrc_merged_for_upload.md","弗拉维娅·佩内塔（Flavia Pennetta，），义大利职业女子网球运动员。她生于布林迪西，2000年转为职业选手。她曾获得10次WTA赛事女子单打冠军，并带领义大利队在2006年联合会杯决赛中以3胜2负击败比利时队，夺得冠军。佩内塔在2010年法国网球公开赛后首度跻身单打世界排名前十。与此同时，她在双打赛场上也取得了优异的成绩。2011年，佩内塔与搭档阿根廷选手杜尔科夺得澳网女双冠军，并随后成为双打排名世界第一。但由于受到腕伤困扰，佩内塔经历了低迷的2012赛季。2013年，佩内塔伤愈复出，状态逐渐回升。在2013年美国网球公开赛中，佩内塔首次闯入大满贯女单四强，在半决赛中遗憾负于维多利亚·阿扎伦卡。2014年，佩内塔在澳网四分之一决赛两盘负于本届冠军李娜。但在随后的印第安威尔斯皇冠赛中，佩内塔战胜李娜晋级决赛，并在决赛中战胜拉德万斯卡，夺得生涯第一座皇冠赛冠军。在2015年美国网球公开赛上，佩内塔一路战胜5号种子科维托娃、2号种子哈勒普，职业生涯首度杀入大满贯单打决赛。在决赛中以7-6、6-2战胜意大利同胞、本届美网的大黑马罗贝塔·文奇，夺得2015年美国网球公开赛女子单打冠军","公开赛上，佩内塔一路战胜5号种子科维托娃、2号种子哈勒普，职业生涯首度杀入大满贯单打决赛。在决赛中以7-6、6-2战胜意大利同胞、本届美网的大黑马罗贝塔·文奇，夺得2015年美国网球公开赛女子单打冠军。在随后的颁奖典礼上，佩内塔宣布自己将在2015赛季结束后退役。佩内塔攻防平衡，善于稳定的底线相持与灵活多变的网前战术，在硬地球场上成绩突出，其美网战绩明显优于其他大满贯。在2008年至2015年间，佩内塔七次参加美网，其中六次至少打入八强，并最终在2015年夺得美网冠军。
---","起改以红磡香港体育馆作为主场馆。中国选手林丹曾在2003、2005、2006及2007年连续四届及2011年夺得男单冠军，是男单赛事最杰出的选手。而女单选手方面，韩国的方铢贤、中国的韩爱萍和谢杏芳同样曾三次夺标；其中，韩爱萍更曾在1985及1986年兼夺女子双打冠军，为本赛事夺得最多冠军的女子选手（共5项）。而王晨则是首位赢得本项赛事冠军的当地运动员。韩国选手李相福、金东文和罗景民皆曾在本赛事的双打项目夺得四项冠军；其中，金东文/罗景民的组合曾在1997、2001及2003年三度赢得混双冠军，是表现最突出的双打组合之一。中国选手赵芸蕾在2011年至2015年间在本赛事的双打项目夺得七项冠军；其中，她在2012年、2014年及2015年同时赢得了女双和混双冠军。此外，她与张楠的组合曾在2011、2012、2014及2015年四度赢得混双冠军，是表现最突出的双打组合之一。以下为历届赛事各项目的优胜者：以下为历届赛事的总奖金：
---",""
"title+content(500)","e4bc48a1-51b4-4507-98a6-43bfa93ed290","TRIAL_502_QUERY_3","佩内塔擅长什么战术？","TRIAL_502","False","True","cmrc_merged_for_upload.md","cmrc_merged_for_upload.md","cmrc_merged_for_upload.md","弗拉维娅·佩内塔（Flavia Pennetta，），义大利职业女子网球运动员。她生于布林迪西，2000年转为职业选手。她曾获得10次WTA赛事女子单打冠军，并带领义大利队在2006年联合会杯决赛中以3胜2负击败比利时队，夺得冠军。佩内塔在2010年法国网球公开赛后首度跻身单打世界排名前十。与此同时，她在双打赛场上也取得了优异的成绩。2011年，佩内塔与搭档阿根廷选手杜尔科夺得澳网女双冠军，并随后成为双打排名世界第一。但由于受到腕伤困扰，佩内塔经历了低迷的2012赛季。2013年，佩内塔伤愈复出，状态逐渐回升。在2013年美国网球公开赛中，佩内塔首次闯入大满贯女单四强，在半决赛中遗憾负于维多利亚·阿扎伦卡。2014年，佩内塔在澳网四分之一决赛两盘负于本届冠军李娜。但在随后的印第安威尔斯皇冠赛中，佩内塔战胜李娜晋级决赛，并在决赛中战胜拉德万斯卡，夺得生涯第一座皇冠赛冠军。在2015年美国网球公开赛上，佩内塔一路战胜5号种子科维托娃、2号种子哈勒普，职业生涯首度杀入大满贯单打决赛。在决赛中以7-6、6-2战胜意大利同胞、本届美网的大黑马罗贝塔·文奇，夺得2015年美国网球公开赛女子单打冠军","公开赛上，佩内塔一路战胜5号种子科维托娃、2号种子哈勒普，职业生涯首度杀入大满贯单打决赛。在决赛中以7-6、6-2战胜意大利同胞、本届美网的大黑马罗贝塔·文奇，夺得2015年美国网球公开赛女子单打冠军。在随后的颁奖典礼上，佩内塔宣布自己将在2015赛季结束后退役。佩内塔攻防平衡，善于稳定的底线相持与灵活多变的网前战术，在硬地球场上成绩突出，其美网战绩明显优于其他大满贯。在2008年至2015年间，佩内塔七次参加美网，其中六次至少打入八强，并最终在2015年夺得美网冠军。
---","罗伯特·阿夸弗雷斯卡（意大利语：，），意大利足球运动员，司职前锋，效力意大利中下游球会热那亚，不过现以借用形式效力亚特兰大。这名球员乃出自拖连奴的青年军，但是在低组别联赛球会打起，至2007年开始加盟卡利亚里。仅一季他已上阵32场，取得11个入球。他自2007年开始就入选意大利国家青年军，出战2008年北京奥运。阿夸弗雷斯卡带有波兰血统，因而波兰足协曾邀请其加入波兰国家队，但被拒绝。阿夸弗雷斯卡也代表意大利参加了2009年欧洲U-21足球锦标赛。2009年6月29日，作为迭戈·米利托转会交易的一部分，阿夸弗雷斯卡转会至热那亚，不过他在09-10赛季会先被热那亚外借到亚特兰大。
---",""
"title+content(500)","e4bc48a1-51b4-4507-98a6-43bfa93ed290","TRIAL_632_QUERY_0","海梅·雷耶斯哪家漫画公司的虚拟人物？","TRIAL_632","True","True","cmrc_merged_for_upload.md","cmrc_merged_for_upload.md","cmrc_merged_for_upload.md","海梅·雷耶斯（）是DC漫画公司的一个虚拟人物。该人物首先出现于《无限危机 #3》（2006年二月），是第三代蓝甲虫，由作家基斯·吉芬和约翰·罗杰斯创作，屈伊·哈姆纳作画。海梅与他的父母妹妹生活在得克萨斯州的艾尔帕索。他的父亲拥有一间汽车修理厂。海梅建议自己帮助父亲在汽车修理厂中干活，然而他的父亲迄今为止未答应他，觉得海梅应该花更多的功夫在学习上并享受他自己的童年生活。海梅对他的家庭和朋友们有强烈的责任感，可是他经常抱怨做一个仅解决琐事的人。第二代蓝甲虫(泰德·科德)死前派遣圣甲虫去给惊奇队长送信,圣甲虫也因此留在了惊奇队长的永恒之岩里。之后惊奇队长被杀，蓝甲虫降落到了得克萨斯州的艾尔帕索，被少年海梅捡到，后来蓝甲虫在海梅睡觉时融合进他的脊椎，海梅从此成为第三代蓝甲虫，此时的蓝甲虫具备了随意变武器的能力。蓝甲虫原本是宇宙侵略组织Reach的战争工具，具有自己的思想。它曾被作为礼物赐予某星球的勇士，实际上是暗中控制他们。“卡基达(Kaji Dha)”是它的启动口令，第一代蓝甲虫加勒特就在它的影响下攻击过科德。蓝甲虫在无限危机后受到外界强大能量的影响沉睡了一年，苏醒后又想控制海梅，但被海梅的","勇士，实际上是暗中控制他们。“卡基达(Kaji Dha)”是它的启动口令，第一代蓝甲虫加勒特就在它的影响下攻击过科德。蓝甲虫在无限危机后受到外界强大能量的影响沉睡了一年，苏醒后又想控制海梅，但被海梅的意念克制了，加上它本身存在程序故障，久而久之他与海梅成了好友。
---","《千年女王》（新竹取物语 10003年女王）是松本零士原作的漫画，从1980年1月28日到1983年5月11日的星期一至星期五版各1页在《产经新闻》的晨报西日本スポーツ（《产经新闻》在九州·山口县地区的刊物，《产经新闻》在九州地区没发行）中连载全1000次(全1000页)。其后改编成动画。故事讲述·确认于1999年9月9日零时9分9秒太阳系第10行星「拉美图惑星」会最接近地球。住在东京郊外的某城市的初中生的少年·雨森始(雨森初)，由于从学校回家的时候在自己的家的电子铁工所发生了的爆炸事故失去了父母。自己也被卷进爆炸，在住院处的医院遇到神秘女性·雪野弥生(雪弥生)据说是叔父雨森所长在筑波山天文台的助手。爆炸事故前后，在雨森始(雨森初)周围开始发生奇怪的事件。出现谜一样的神秘组织『1000年盗贼』。不久，雨森始(雨森初)知道雪野弥生(雪弥生)的真正身分是拉美图派遣来引导地球的『1000年女王』。并且命运的时刻「1999年9月9日零时9分9秒」，正在一刻一刻地迫近。现任1000年女王，电影版与漫画版中的拉美图的名字为「」 (拉．安卓美达．普罗米修母) II世。TV版「II世」被省略了。100",""
